ave_x,ave_y,ave_z
-4.2220267741934444e-05,0.0002667679258064516,0.0007809098322580645
-4.237752580645062e-05,0.00026909534516129024,0.0007821993483870969
-4.2754945161289326e-05,0.0002656042161290322,0.0007810985419354839
-4.303800967741833e-05,0.00026664211935483866,0.000782639670967742
-4.303800967741833e-05,0.00026664211935483866,0.000782639670967742
-4.218881612903121e-05,0.0002679001838709677,0.0007804695096774194
-4.3226719354837676e-05,0.00026705099032258057,0.0007841178967741936
-4.3226719354837676e-05,0.00026705099032258057,0.0007841178967741936
-4.1968654838708644e-05,0.00026793163548387094,0.0007828283806451613
-4.288075161290221e-05,0.000265855829032258,0.0007813187032258065
-4.3981558064515095e-05,0.000268497764516129,0.0007802493483870968
-4.3981558064515095e-05,0.000268497764516129,0.0007802493483870968
-4.225171935483768e-05,0.00026705099032258057,0.0007823251548387097
-4.407591290322477e-05,0.0002684034096774193,0.0007833945096774194
-4.407591290322477e-05,0.0002684034096774193,0.0007833945096774194
-4.284929999999897e-05,0.00026799453870967737,0.0007820735419354839
-4.2597687096773146e-05,0.00026931550645161286,0.0007805953161290323
-4.2597687096773146e-05,0.00026931550645161286,0.0007805953161290323
-4.366704193548286e-05,0.0002673026032258064,0.0007806267677419355
-4.272349354838609e-05,0.0002673340548387096,0.0007802493483870968
-4.272349354838609e-05,0.0002673340548387096,0.0007808154774193548
-4.215736451612803e-05,0.0002681203451612903,0.0007808154774193548
-4.21259129032248e-05,0.0002673340548387096,0.0007818533806451613
-4.24089774193538e-05,0.00026579292580645157,0.0007810670903225807
-4.24089774193538e-05,0.00026579292580645157,0.0007810670903225807
-4.190575161290219e-05,0.0002676485709677419,0.0007796832193548387
-4.3383977419353795e-05,0.0002675856677419354,0.0007801235419354839
-4.3383977419353795e-05,0.0002675856677419354,0.0007801235419354839
-4.420171935483767e-05,0.0002677114741935483,0.0007824509612903226
-4.187429999999896e-05,0.00026705099032258057,0.0007793058
-4.187429999999896e-05,0.00026705099032258057,0.0007793058
-4.140252580645057e-05,0.0002663905064516129,0.0007805009612903226
-4.225171935483768e-05,0.0002677429258064516,0.0007810670903225807
-4.225171935483768e-05,0.0002677429258064516,0.0007810670903225807
-4.266059032257962e-05,0.0002679001838709677,0.0007847783806451613
-4.105655806451509e-05,0.0002660130870967742,0.000781947735483871
-4.105655806451509e-05,0.0002660130870967742,0.0007811299935483872
-4.190575161290219e-05,0.00026481792580645156,0.0007811299935483872
-4.24089774193538e-05,0.00026673647419354836,0.0007813187032258065
-4.162268709677316e-05,0.00026815179677419345,0.0007852501548387097
-4.162268709677316e-05,0.00026815179677419345,0.0007852501548387097
-4.234607419354738e-05,0.0002673655064516129,0.0007810356387096775
-4.24089774193538e-05,0.0002673340548387096,0.0007801549935483871
-4.24089774193538e-05,0.0002673340548387096,0.0007801549935483871
-4.1528332258063476e-05,0.0002672396999999999,0.0007795574129032259
-4.1559783870966705e-05,0.000269063893548387,0.0007818848322580646
-4.1559783870966705e-05,0.000269063893548387,0.0007818848322580646
-4.3226719354837676e-05,0.0002696300225806451,0.0007854388645161291
-4.162268709677316e-05,0.0002666735709677419,0.0007816646709677419
-4.162268709677316e-05,0.0002666735709677419,0.0007816646709677419
-4.2471880645160264e-05,0.00026745986129032254,0.0007817275741935485
-4.25033322580635e-05,0.0002677429258064516,0.0007816646709677419
-4.25033322580635e-05,0.0002677429258064516,0.000781947735483871
-4.300655806451509e-05,0.00026824615161290315,0.000781947735483871
-4.187429999999896e-05,0.0002670824419354838,0.0007834259612903227
-4.2912203225805445e-05,0.0002654784096774193,0.0007822937032258066
-4.2912203225805445e-05,0.0002654784096774193,0.0007822937032258066
-4.454768709677316e-05,0.00026613889354838705,0.0007826082193548388
-4.124526774193445e-05,0.0002682776032258064,0.0007833001548387097
-4.124526774193445e-05,0.0002682776032258064,0.0007833001548387097
-4.344688064516027e-05,0.00026793163548387094,0.0007813187032258065
-4.2943654838708674e-05,0.0002663905064516129,0.0007815074129032259
-4.2943654838708674e-05,0.0002663905064516129,0.0007815074129032259
-4.25033322580635e-05,0.0002663276032258064,0.0007800291870967742
-4.2597687096773146e-05,0.00026711389354838706,0.0007834574129032259
-4.2597687096773146e-05,0.00026711389354838706,0.0007834574129032259
-4.2471880645160264e-05,0.00026742840967741927,0.0007830170903225807
-4.2220267741934444e-05,0.00026783728064516123,0.0007805324129032258
-4.2220267741934444e-05,0.00026808889354838707,0.0007779533806451614
-4.2314622580644145e-05,0.00026808889354838707,0.0007779533806451614
-4.313236451612803e-05,0.00026786873225806445,0.0007802808000000001
-4.366704193548286e-05,0.0002673655064516129,0.0007845582193548387
-4.366704193548286e-05,0.0002673655064516129,0.0007845582193548387
-4.2031558064515096e-05,0.00026576147419354835,0.0007831114451612904
-4.288075161290221e-05,0.0002666735709677419,0.0007814130580645162
-4.288075161290221e-05,0.0002666735709677419,0.0007814130580645162
-4.237752580645062e-05,0.00026837195806451606,0.0007805009612903226
-4.2000106451611866e-05,0.00026604453870967735,0.0007784251548387098
-4.2000106451611866e-05,0.00026604453870967735,0.0007784251548387098
-4.168559032257961e-05,0.0002671453451612903,0.0007805953161290323
-4.162268709677316e-05,0.0002677429258064516,0.0007802808000000001
-4.162268709677316e-05,0.0002677429258064516,0.0007802808000000001
-4.2534783870966736e-05,0.0002677429258064516,0.0007809098322580645
-4.328962258064415e-05,0.00026846631290322576,0.0007825453161290323
-4.328962258064415e-05,0.00026808889354838707,0.0007838348322580646
-4.2754945161289326e-05,0.00026808889354838707,0.0007838348322580646
-4.3226719354837676e-05,0.000266830829032258,0.0007814445096774195
-4.2912203225805445e-05,0.0002671767967741935,0.0007789912838709678
-4.2912203225805445e-05,0.0002671767967741935,0.0007789912838709678
-4.2283170967740916e-05,0.00026752276451612897,0.0007820106387096775
-4.316381612903121e-05,0.00026749131290322575,0.000783048541935484
-4.316381612903121e-05,0.00026749131290322575,0.000783048541935484
-4.25033322580635e-05,0.0002672396999999999,0.0007838348322580646
-4.379284838709574e-05,0.0002672711516129032,0.0007834259612903227
-4.379284838709574e-05,0.0002672711516129032,0.0007831114451612904
-4.1968654838708644e-05,0.0002684034096774193,0.0007831114451612904
-4.2314622580644145e-05,0.0002686550225806451,0.0007829541870967743
-4.234607419354738e-05,0.00026799453870967737,0.0007830799935483872
-4.234607419354738e-05,0.00026799453870967737,0.0007830799935483872
-4.27863967741925e-05,0.0002681203451612903,0.000782639670967742
